country,region,income_group,currency,population,primary_language,year,genai_adoption_rate_pct,enterprise_adoption_pct,consumer_adoption_pct,sme_adoption_pct,government_adoption_pct,llm_usage_pct,image_gen_usage_pct,code_gen_usage_pct,voice_ai_usage_pct,video_gen_usage_pct,gdp_contribution_bn_usd,productivity_gain_pct,job_displacement_pct,job_creation_pct,net_job_impact_pct,genai_startups_count,vc_investment_mn_usd,has_national_ai_strategy,regulation_stringency_score,data_privacy_score,copyright_clarity_score,deepfake_law_exists,ai_liability_framework_exists,mandatory_ai_disclosure_law,govt_genai_budget_mn_usd,ai_literacy_score,university_ai_programs_count,k12_ai_curriculum_exists,genai_workforce_pct,reskilling_programs_count,internet_penetration_pct,cloud_readiness_score,gpu_compute_per_1k_usd,avg_internet_speed_mbps,mobile_ai_penetration_pct,public_trust_score,ai_anxiety_index,misinformation_risk_index,deepfake_incidents_reported,genai_used_in_elections,public_debate_maturity_score,native_lang_llm_support,low_resource_language_country,digital_divide_index,gender_ai_gap_score,rural_urban_ai_gap_score,genai_papers_published,genai_patents_filed,intl_ai_collaboration_score,healthcare_genai_adoption_pct,education_genai_adoption_pct,finance_genai_adoption_pct,media_genai_adoption_pct,legal_genai_adoption_pct,agriculture_genai_adoption_pct,global_genai_index_score
Iceland,Europe,High income,ISK,370000,Icelandic,2023,78.75,64.94,66.53,39.63,25.65,66.05,41.71,24.12,45.18,16.42,0.41,14.14,4.28,1.87,-2.41,0,0.0,1,64.6,79.07,33.34,0,0,0,0.64,46.11,0,1,15.68,0,68.84,47.61,4.105,170.2,48.36,44.13,64.9,62.14,0,0,60.47,1,0,34.14,35.51,33.43,0,0,61.55,52.61,51.14,48.39,50.37,36.64,24.51,22.23
Iceland,Europe,High income,ISK,370000,Icelandic,2024,84.08,62.17,71.72,50.59,35.72,65.31,38.47,29.17,43.9,35.69,0.63,17.53,4.41,6.57,2.16,0,0.0,1,58.48,67.44,60.12,1,1,0,0.61,48.87,0,1,13.25,0,63.17,71.59,7.826,188.6,50.78,39.61,63.96,80.61,0,0,58.44,1,0,40.2,40.32,37.77,0,0,39.61,56.77,48.32,67.69,70.99,21.44,17.83,23.8
Iceland,Europe,High income,ISK,370000,Icelandic,2025,89.46,59.04,65.26,41.79,22.51,84.62,43.67,37.06,27.64,15.41,0.49,15.17,4.94,5.52,0.58,0,0.0,1,82.88,82.86,38.05,1,1,1,0.99,61.4,0,1,22.46,0,67.26,52.5,12.839,181.8,76.23,41.27,54.19,61.42,0,1,66.59,0,0,36.68,34.63,21.58,0,0,77.95,66.64,73.39,65.6,51.81,43.6,14.22,25.27
Luxembourg,Europe,High income,EUR,660000,Luxembourgish,2022,27.98,18.98,24.1,12.9,10.67,25.79,16.04,11.83,12.16,13.51,0.39,3.98,1.69,1.13,-0.56,0,0.0,1,45.14,67.01,29.08,0,0,0,0.98,21.86,0,1,20.15,0,56.69,51.29,5.945,166.8,24.07,61.32,40.76,89.22,0,0,56.96,1,0,45.45,31.69,17.18,0,0,39.31,20.77,20.75,19.63,19.15,11.21,9.29,11.87
Luxembourg,Europe,High income,EUR,660000,Luxembourgish,2023,30.46,18.11,28.77,17.83,10.91,22.94,19.16,17.89,14.26,7.89,0.54,4.75,3.57,0.58,-2.98,0,0.0,1,48.03,67.89,49.76,0,0,0,0.44,39.25,0,1,14.83,0,50.67,50.96,4.254,235.1,22.63,64.76,33.86,75.76,0,0,69.44,0,0,46.16,14.76,31.43,0,0,65.66,21.43,20.61,25.59,17.74,16.65,5.41,13.96
Luxembourg,Europe,High income,EUR,660000,Luxembourgish,2024,33.28,20.64,30.99,19.93,15.84,31.12,15.26,16.99,18.94,11.29,0.51,3.44,2.03,2.63,0.6,0,0.0,1,62.73,68.48,56.39,0,1,0,0.88,37.45,0,1,23.82,0,52.71,56.94,10.084,184.4,20.52,65.94,37.49,95.0,0,0,58.62,1,0,45.87,22.55,29.63,0,0,49.29,23.03,25.8,24.71,20.92,9.59,11.36,13.74
Luxembourg,Europe,High income,EUR,660000,Luxembourgish,2025,43.71,36.58,33.46,19.59,12.38,32.28,29.47,23.74,17.83,11.1,0.49,8.89,5.09,2.24,-2.85,1,2.43,1,53.18,64.17,38.04,1,1,1,0.24,36.29,0,1,17.87,0,52.63,50.67,3.057,149.9,26.9,68.2,31.53,92.42,0,1,65.1,1,1,50.59,25.24,41.82,0,0,46.32,30.41,28.99,30.8,36.25,26.73,11.48,16.47
Malta,Europe,High income,EUR,530000,Maltese,2022,56.54,31.21,42.95,27.97,28.46,45.97,38.61,31.67,15.02,22.22,0.66,4.8,6.43,2.62,-3.81,0,0.0,1,55.31,55.23,40.58,0,0,0,1.03,58.06,0,0,17.91,0,72.83,47.84,3.001,212.9,43.53,57.42,38.15,69.46,0,0,84.55,1,0,31.71,12.93,26.99,0,0,76.16,27.5,34.23,42.28,46.08,14.71,14.62,16.3
Malta,Europe,High income,EUR,530000,Maltese,2023,60.82,40.36,44.64,36.19,29.07,57.71,39.83,26.05,32.92,14.23,0.47,7.59,4.95,1.9,-3.05,0,0.0,1,65.86,80.83,44.37,0,0,0,0.69,36.26,0,1,15.85,0,71.55,77.45,9.656,151.2,46.13,61.55,38.35,69.04,0,0,68.75,0,0,28.92,34.07,33.88,0,0,76.16,35.21,50.27,44.1,44.4,17.49,20.9,19.07
Malta,Europe,High income,EUR,530000,Maltese,2024,76.32,43.59,59.65,52.97,40.73,66.89,51.45,39.27,44.54,17.38,0.54,16.09,8.65,2.65,-6.01,0,0.0,1,73.93,53.77,60.87,1,1,0,0.17,40.17,0,1,11.84,0,69.07,53.46,6.434,159.0,62.72,60.14,36.65,48.67,0,1,57.9,1,0,33.85,55.0,35.57,1,0,78.68,42.66,57.39,58.78,44.22,37.27,34.19,23.54
Malta,Europe,High income,EUR,530000,Maltese,2025,79.05,60.96,60.23,53.33,43.4,65.03,45.71,42.91,24.66,36.46,0.47,10.9,9.63,7.47,-2.15,0,0.0,1,59.86,58.74,42.7,1,1,0,0.78,35.64,0,1,23.26,0,67.02,56.14,6.428,189.9,50.09,55.74,42.92,67.24,0,1,79.31,0,0,37.33,15.69,41.4,0,0,61.71,47.44,64.62,68.17,44.5,35.46,28.61,20.03
Cyprus,Europe,High income,EUR,1200000,Greek,2022,74.18,54.52,69.12,33.9,28.47,65.28,53.39,24.01,33.81,15.92,1.35,14.75,2.62,3.15,0.53,1,3.94,1,54.32,70.55,53.69,0,0,0,0.53,55.81,0,1,17.75,0,74.54,83.07,1.477,170.1,60.5,59.61,34.62,63.94,0,0,84.28,1,0,21.57,22.34,38.45,1,1,46.84,53.04,40.91,61.75,53.11,46.57,25.46,22.93
Cyprus,Europe,High income,EUR,1200000,Greek,2023,85.67,58.76,57.25,47.45,19.41,63.47,53.51,34.52,30.58,20.78,1.15,16.7,8.32,5.73,-2.58,1,4.04,1,49.73,79.21,33.22,0,0,0,2.23,47.54,0,1,23.23,0,80.5,67.38,10.034,233.3,56.87,56.41,40.13,95.0,0,0,62.93,1,1,13.92,22.73,10.95,0,0,68.2,48.52,66.38,68.69,62.57,25.77,37.68,24.44
Cyprus,Europe,High income,EUR,1200000,Greek,2024,87.15,66.76,72.67,46.14,43.42,81.66,38.8,54.16,47.12,22.42,2.99,19.2,9.59,6.22,-3.37,3,3.62,1,70.04,65.0,32.31,1,1,0,1.7,47.57,0,1,29.12,0,76.11,76.42,7.869,198.0,58.67,63.06,33.32,62.71,0,0,44.66,1,0,31.88,21.96,28.22,0,1,64.54,58.96,50.46,63.55,71.75,26.29,19.19,26.51
Cyprus,Europe,High income,EUR,1200000,Greek,2025,96.97,66.52,77.7,40.15,22.07,88.2,64.05,39.99,44.18,45.64,3.7,16.7,6.81,4.15,-2.66,1,2.97,1,74.34,47.08,78.54,1,0,1,1.96,51.05,0,1,13.1,0,82.74,78.23,6.959,132.1,82.71,58.93,44.98,67.01,0,1,60.91,1,1,24.17,31.57,35.63,3,0,41.47,51.34,54.34,64.28,53.62,28.39,25.6,25.07
Estonia,Europe,High income,EUR,1300000,Estonian,2022,74.14,51.37,65.57,32.1,34.86,69.77,30.6,32.86,23.34,34.41,2.25,11.54,5.05,4.74,-0.31,2,8.15,1,48.89,74.5,48.86,0,0,0,1.95,45.06,0,1,14.02,0,70.03,55.55,2.527,189.0,58.44,62.3,35.25,67.81,0,0,80.59,1,0,25.58,36.2,40.57,1,0,53.32,37.48,42.72,51.13,58.59,31.16,27.32,20.32
Estonia,Europe,High income,EUR,1300000,Estonian,2023,84.2,52.69,68.44,53.58,33.79,65.02,51.53,47.6,22.74,31.31,1.83,16.49,7.11,2.87,-4.24,1,0.91,1,61.11,82.41,29.8,0,0,0,2.47,42.99,0,1,10.59,0,78.15,66.44,4.588,159.8,63.81,58.31,39.23,87.99,0,0,67.51,1,0,19.96,31.28,31.15,1,0,39.22,58.72,55.94,60.8,56.71,45.24,29.81,23.87
Estonia,Europe,High income,EUR,1300000,Estonian,2024,98.98,71.23,72.09,47.39,42.95,93.8,64.26,42.78,54.1,21.19,2.77,16.95,9.66,3.89,-5.77,1,4.37,1,71.97,70.72,24.73,1,0,0,3.12,37.56,0,1,15.12,0,66.19,76.96,8.419,147.7,70.46,58.25,43.98,63.21,0,0,53.93,1,0,38.02,38.31,24.97,0,1,66.37,61.91,61.32,88.89,85.88,40.27,38.6,25.9
Estonia,Europe,High income,EUR,1300000,Estonian,2025,99.0,62.64,87.27,57.59,49.76,84.44,41.78,40.91,24.84,48.03,3.45,19.48,4.49,4.59,0.1,5,8.54,1,60.55,69.78,62.39,1,1,1,1.13,45.45,0,1,13.32,0,73.9,77.33,4.927,223.5,62.69,54.28,46.07,63.43,0,1,68.5,1,0,33.49,22.83,46.43,3,1,42.04,73.53,67.48,63.48,74.78,43.71,38.92,26.32
Latvia,Europe,High income,EUR,1800000,Latvian,2022,71.2,42.95,61.51,36.28,21.91,66.52,31.4,26.95,25.82,22.35,1.14,6.56,5.7,5.42,-0.28,2,2.34,1,47.14,77.52,20.27,0,0,0,0.26,36.02,0,0,17.81,0,68.92,55.74,5.044,181.1,53.86,66.78,33.54,63.31,0,0,60.97,0,1,30.79,20.85,22.33,2,1,51.04,45.62,57.06,58.05,59.66,44.53,34.91,17.34
Latvia,Europe,High income,EUR,1800000,Latvian,2023,75.23,60.44,62.65,39.26,35.31,58.31,38.9,38.21,25.6,25.59,3.44,9.8,8.96,4.42,-4.55,1,2.2,1,66.23,69.37,55.78,0,0,0,3.78,49.46,0,1,21.29,0,72.44,58.24,10.084,124.3,47.84,70.47,23.18,67.12,0,0,68.6,1,0,28.36,19.96,19.24,3,0,75.2,39.0,48.32,65.59,54.68,21.11,14.87,21.03
Latvia,Europe,High income,EUR,1800000,Latvian,2024,93.13,78.6,76.95,50.0,34.41,69.74,45.82,57.87,23.34,23.38,2.93,13.22,12.41,8.72,-3.69,3,7.55,1,58.02,79.8,36.93,1,1,0,4.11,47.99,0,1,22.54,0,73.24,67.04,7.027,96.3,81.02,65.33,31.66,78.92,0,0,56.57,1,1,26.99,27.36,32.15,4,2,62.17,39.33,62.02,78.46,65.35,32.9,29.37,23.56
Latvia,Europe,High income,EUR,1800000,Latvian,2025,94.44,61.72,79.11,39.79,20.77,78.84,55.68,48.01,48.82,28.71,1.94,14.48,7.2,2.22,-4.98,6,6.94,1,58.45,69.51,42.25,1,1,1,3.75,50.89,0,1,17.62,0,66.45,55.93,3.027,227.2,67.03,69.37,30.86,73.07,0,1,62.1,1,0,37.09,37.87,37.98,4,2,52.9,63.61,76.16,63.99,53.22,61.02,30.29,23.73
Lithuania,Europe,High income,EUR,2800000,Lithuanian,2022,75.51,61.63,51.08,43.73,39.92,66.22,32.28,26.56,28.04,24.06,1.77,7.9,4.43,4.59,0.16,6,8.69,1,67.48,64.01,60.96,0,0,0,2.53,54.01,0,1,19.46,0,67.72,63.2,4.943,160.7,67.31,60.04,39.04,56.76,0,0,60.48,1,1,25.06,42.16,32.48,3,1,40.16,40.21,46.45,64.25,55.32,23.07,16.54,19.15
Lithuania,Europe,High income,EUR,2800000,Lithuanian,2023,81.32,68.31,74.54,42.53,20.68,58.95,50.69,48.61,27.88,14.23,4.24,11.46,8.73,3.35,-5.39,8,10.46,1,60.75,63.57,47.61,0,0,0,0.94,66.04,0,1,23.32,0,57.35,48.9,3.142,252.3,72.19,62.27,35.79,61.71,1,0,54.01,1,0,43.17,34.05,33.1,6,0,52.26,52.83,54.4,70.22,61.51,21.61,28.88,21.51
Lithuania,Europe,High income,EUR,2800000,Lithuanian,2024,85.39,55.52,76.59,36.8,25.91,64.42,49.24,54.29,33.97,21.53,4.35,7.87,9.27,6.77,-2.5,8,29.16,1,76.11,63.38,52.76,1,1,0,1.59,51.95,0,1,17.73,0,61.16,55.54,1.523,217.2,64.54,69.81,20.89,63.85,2,1,70.84,0,0,31.78,25.7,31.2,5,2,67.24,54.3,72.28,72.53,72.03,40.23,15.62,20.73
Lithuania,Europe,High income,EUR,2800000,Lithuanian,2025,92.08,74.77,78.88,49.75,20.15,72.9,47.76,37.43,29.56,18.62,2.98,10.95,4.87,3.17,-1.7,11,23.36,1,70.71,79.28,44.11,1,1,1,5.23,63.73,0,1,20.79,0,57.53,49.79,14.6,170.6,62.09,61.0,41.54,62.45,1,0,53.02,1,0,56.56,21.44,36.19,0,2,42.55,60.5,55.49,65.64,52.41,45.85,44.4,22.37
Slovakia,Europe,High income,EUR,5500000,Slovak,2022,48.89,37.65,36.25,32.3,15.91,46.1,22.96,19.26,21.89,15.83,3.96,3.38,5.28,1.7,-3.58,7,15.51,1,56.93,77.61,16.41,0,0,0,2.92,50.04,1,1,18.75,1,60.0,48.68,7.35,145.5,35.17,47.21,61.37,88.27,2,0,57.07,0,0,30.92,44.01,30.89,7,4,43.76,23.41,33.54,32.03,32.02,13.27,9.47,14.37
Slovakia,Europe,High income,EUR,5500000,Slovak,2023,59.16,36.49,50.8,40.67,31.36,46.03,41.58,34.49,32.99,22.64,8.08,7.13,8.38,4.49,-3.89,11,31.08,1,48.77,66.12,45.59,0,0,0,8.01,38.52,1,1,22.99,0,52.93,44.11,5.79,159.2,46.7,55.37,50.75,68.51,3,0,66.73,1,1,47.91,30.25,30.6,1,6,53.99,24.23,38.94,51.88,43.72,37.85,13.18,16.23
Slovakia,Europe,High income,EUR,5500000,Slovak,2024,63.2,49.07,51.12,34.58,28.21,45.45,31.1,26.41,15.91,20.34,6.43,7.13,7.87,4.56,-3.31,7,22.6,1,69.91,81.45,53.72,1,1,0,5.92,49.19,1,1,15.73,0,55.15,57.88,8.07,232.5,56.45,57.95,48.18,55.11,3,0,54.27,0,1,37.57,26.31,24.52,9,0,69.89,48.79,52.57,52.35,50.81,21.0,10.05,18.9
Slovakia,Europe,High income,EUR,5500000,Slovak,2025,63.64,39.2,53.59,30.41,32.82,49.65,34.15,29.42,20.5,17.01,6.96,7.14,6.35,4.41,-1.94,6,9.59,1,66.19,65.85,49.72,0,1,1,6.0,62.2,0,1,17.4,0,54.67,73.25,15.166,164.3,42.09,62.04,33.55,64.47,2,0,56.4,1,0,36.06,24.69,16.3,18,1,57.84,40.98,39.99,54.42,35.32,35.14,19.38,19.07
Slovenia,Europe,High income,EUR,2100000,Slovene,2022,67.55,42.34,58.77,33.07,26.92,53.5,46.73,43.58,28.04,32.77,1.29,11.84,9.69,5.25,-4.44,1,3.25,1,67.03,76.61,39.96,0,0,0,2.39,54.35,0,1,21.09,0,73.72,58.16,1.31,191.0,56.98,49.73,53.39,59.24,0,0,56.49,1,0,26.92,31.69,11.09,3,1,53.03,33.28,47.4,47.47,41.28,34.9,27.79,20.89
Slovenia,Europe,High income,EUR,2100000,Slovene,2023,81.68,48.09,55.5,50.69,39.9,64.24,46.63,32.57,39.51,15.06,2.97,17.58,4.97,4.99,0.01,3,8.97,1,71.16,67.18,86.02,0,0,0,1.28,68.01,0,1,16.91,0,73.02,65.03,4.81,210.8,63.83,43.51,57.89,66.91,0,0,69.65,1,1,27.5,21.09,29.21,5,1,49.71,48.98,49.76,71.66,50.57,25.33,29.67,25.06
Slovenia,Europe,High income,EUR,2100000,Slovene,2024,86.41,64.85,59.51,37.47,28.73,76.11,39.09,53.74,39.43,16.79,5.51,18.4,6.09,7.05,0.95,7,18.95,1,55.33,64.55,41.29,1,1,0,1.89,58.43,0,1,15.92,0,76.71,69.12,5.367,184.5,52.39,47.23,59.35,56.8,1,0,39.99,1,0,27.22,27.96,18.65,4,1,59.76,60.14,66.15,59.74,48.74,29.34,21.19,25.2
Slovenia,Europe,High income,EUR,2100000,Slovene,2025,86.9,65.0,74.31,43.28,27.31,74.29,52.68,45.99,31.27,24.25,4.47,18.97,4.21,7.18,2.98,4,9.84,1,53.04,71.92,49.47,1,0,1,5.29,64.09,0,1,21.0,0,75.1,65.8,7.573,159.7,68.26,52.34,50.24,86.39,1,1,63.54,1,0,14.51,24.34,21.61,1,0,66.61,39.47,49.66,60.36,65.28,30.9,43.43,26.05
Croatia,Europe,High income,EUR,4000000,Croatian,2022,40.64,27.04,28.36,25.15,14.36,29.16,27.93,15.72,21.33,14.32,1.87,6.63,3.08,1.68,-1.41,1,2.24,1,56.07,62.66,35.68,0,0,0,1.94,49.97,0,1,16.37,0,74.18,70.69,7.697,118.6,27.47,61.31,44.58,88.12,1,0,58.8,1,0,21.84,28.37,44.94,7,3,34.96,22.85,28.85,25.53,25.21,19.61,11.14,15.77
Croatia,Europe,High income,EUR,4000000,Croatian,2023,48.81,40.16,45.11,21.87,11.91,45.72,36.44,16.71,26.69,21.81,5.41,11.21,3.39,3.61,0.22,6,19.72,1,53.84,71.34,43.31,0,0,0,0.77,33.01,0,0,17.1,0,85.64,79.8,4.886,218.1,39.43,58.1,36.15,75.2,1,0,55.56,1,0,17.7,31.7,36.05,7,1,76.05,33.12,30.45,41.68,34.02,14.31,9.29,19.29
Croatia,Europe,High income,EUR,4000000,Croatian,2024,48.84,34.51,43.32,30.1,19.08,37.9,34.46,15.2,20.83,20.02,3.97,5.57,2.99,2.35,-0.65,4,11.77,1,64.29,72.18,57.56,1,1,0,3.49,42.44,0,1,25.65,0,84.97,82.14,2.601,166.3,40.57,59.8,42.41,52.08,1,1,67.56,1,1,19.78,48.24,34.92,4,5,33.88,21.97,29.86,37.04,35.99,15.83,19.3,16.24
Croatia,Europe,High income,EUR,4000000,Croatian,2025,64.72,54.63,43.41,38.24,31.12,45.41,36.09,33.86,30.1,30.56,8.62,9.27,6.68,4.2,-2.48,12,25.67,1,68.99,53.9,42.68,1,1,1,2.19,37.63,0,0,19.84,0,84.07,69.65,4.478,140.5,56.12,59.25,42.5,74.42,1,0,62.68,1,1,5.41,13.12,28.89,6,3,52.41,49.97,41.02,54.17,38.52,40.15,25.73,18.79
Serbia,Europe,Upper-middle income,RSD,7000000,Serbian,2022,52.97,38.58,34.45,23.97,19.13,43.54,37.18,23.18,17.13,14.16,3.92,7.63,6.22,2.59,-3.63,10,9.24,1,39.62,32.28,47.57,0,0,0,5.61,36.71,0,0,0.0,0,54.68,48.83,4.815,167.8,32.28,45.07,59.7,85.3,3,0,36.6,0,1,43.3,20.13,68.36,2,1,51.96,38.45,28.02,31.95,35.97,23.81,9.52,14.62
Serbia,Europe,Upper-middle income,RSD,7000000,Serbian,2023,61.88,34.6,51.88,34.77,28.31,52.9,25.93,33.5,32.48,14.29,9.81,7.57,5.44,5.09,-0.34,12,18.13,1,48.0,41.61,16.7,0,0,0,3.47,38.55,0,1,15.54,0,50.66,52.44,3.818,89.9,53.79,42.65,56.04,47.36,3,0,42.05,1,1,51.66,7.9,49.7,1,1,41.09,35.89,38.18,46.0,44.82,33.74,24.0,15.53
Serbia,Europe,Upper-middle income,RSD,7000000,Serbian,2024,67.36,53.33,62.92,28.26,13.97,57.05,48.22,26.62,20.77,14.21,13.82,9.35,8.28,2.98,-5.3,8,15.47,1,37.97,40.66,33.18,1,0,0,1.98,32.89,0,1,16.06,0,54.04,53.13,4.382,83.8,42.74,40.13,54.86,77.02,5,0,35.02,0,0,45.36,14.46,60.69,1,6,25.52,47.02,50.69,48.83,42.12,29.19,17.84,15.73
Serbia,Europe,Upper-middle income,RSD,7000000,Serbian,2025,64.55,41.53,59.31,40.62,21.86,57.46,43.4,33.49,23.46,26.89,12.14,12.79,4.51,1.83,-2.68,11,17.3,1,51.75,44.65,19.4,1,0,1,8.71,45.78,1,0,1.45,0,48.57,38.36,3.285,157.9,56.43,49.73,54.4,95.0,2,0,40.01,1,0,52.41,9.68,61.27,2,4,24.08,43.2,38.28,53.95,51.72,34.01,28.63,18.24
Bosnia and Herzegovina,Europe,Upper-middle income,BAM,3200000,Bosnian,2022,44.23,35.92,36.34,29.32,19.12,38.66,31.98,25.55,12.44,17.71,1.54,3.27,5.6,1.37,-4.23,2,2.35,1,33.08,31.8,28.7,0,0,0,0.96,42.83,0,0,11.2,0,26.43,10.78,3.199,131.9,36.1,41.37,59.95,74.1,0,0,44.88,0,0,76.71,25.63,43.31,2,1,40.61,23.68,30.01,36.78,25.49,21.9,17.0,10.49
Bosnia and Herzegovina,Europe,Upper-middle income,BAM,3200000,Bosnian,2023,44.87,27.69,41.23,19.27,9.2,34.95,28.38,16.31,22.07,8.19,3.36,7.62,4.03,3.52,-0.51,1,2.56,1,42.6,43.37,49.83,0,0,0,1.21,33.47,0,1,16.53,0,23.66,12.38,4.439,134.4,38.79,41.86,57.59,90.84,1,0,54.47,0,0,70.26,24.14,53.31,1,2,31.76,28.04,32.84,32.43,37.68,11.73,11.88,12.86
Bosnia and Herzegovina,Europe,Upper-middle income,BAM,3200000,Bosnian,2024,42.65,29.69,31.5,25.86,16.21,33.03,18.03,16.05,16.78,20.91,1.94,3.64,2.04,2.08,0.03,4,7.53,1,48.59,45.18,29.95,1,1,0,2.29,45.85,0,1,20.43,0,24.68,32.0,6.028,154.1,33.24,42.32,55.47,95.0,1,1,47.21,0,1,81.61,28.7,54.36,4,1,44.0,22.61,28.46,26.44,35.7,23.55,18.86,12.27
Bosnia and Herzegovina,Europe,Upper-middle income,BAM,3200000,Bosnian,2025,48.64,26.95,38.14,30.95,25.52,38.51,33.89,25.14,27.09,9.88,5.17,5.15,6.43,2.43,-4.0,5,2.7,1,39.92,33.07,38.08,1,1,0,4.55,50.44,0,0,7.75,0,27.11,35.88,5.732,116.2,37.34,43.8,57.41,90.61,1,1,54.75,1,0,78.91,12.34,49.47,7,1,33.42,26.44,35.88,30.76,28.81,28.46,20.6,12.82
Albania,Europe,Upper-middle income,ALL,2800000,Albanian,2022,55.52,32.95,42.11,35.44,28.29,45.01,30.58,20.91,28.5,26.86,2.89,9.22,3.5,4.61,1.11,3,3.77,1,24.01,54.3,18.57,0,0,0,1.6,41.64,0,1,11.06,0,32.03,36.86,3.106,145.8,43.53,40.35,66.66,95.0,0,0,67.34,1,0,65.62,26.12,39.67,1,1,43.32,41.24,31.51,43.91,41.83,32.3,25.41,15.1
Albania,Europe,Upper-middle income,ALL,2800000,Albanian,2023,58.15,32.44,44.36,27.32,11.7,45.35,29.5,20.99,18.05,13.68,3.7,12.06,3.46,2.61,-0.85,1,1.48,1,32.85,33.92,32.75,0,0,0,2.68,41.08,0,1,14.93,0,30.47,36.71,6.492,92.6,36.21,38.0,56.53,95.0,1,0,27.63,0,1,65.52,19.42,67.72,1,1,52.27,25.21,40.71,46.32,46.25,18.68,20.08,16.67
Albania,Europe,Upper-middle income,ALL,2800000,Albanian,2024,74.39,51.92,56.77,41.38,30.86,63.72,31.07,47.4,33.49,19.73,6.08,15.36,6.06,6.8,0.74,7,14.95,1,37.6,58.83,26.69,1,1,0,1.39,46.32,0,1,9.1,0,33.29,41.08,4.357,124.3,58.58,44.09,54.36,76.28,1,0,34.32,1,1,70.75,7.91,50.41,1,1,34.49,38.0,41.47,57.38,45.06,34.31,31.44,20.19
Albania,Europe,Upper-middle income,ALL,2800000,Albanian,2025,67.44,44.96,55.6,31.33,17.89,50.05,31.03,34.45,28.28,29.02,6.13,9.79,6.41,2.66,-3.76,8,11.67,1,47.39,43.91,34.37,1,1,0,4.1,44.17,0,1,14.91,0,30.11,18.04,6.473,101.5,52.55,47.96,51.94,75.12,1,1,25.67,0,0,68.85,17.73,55.95,4,1,28.55,29.83,50.88,57.04,57.27,29.73,14.56,16.2
North Macedonia,Europe,Upper-middle income,MKD,2100000,Macedonian,2022,43.21,30.44,36.77,18.51,13.46,41.0,19.01,27.03,15.95,13.26,1.03,8.9,2.06,3.59,1.53,0,0.0,1,49.09,53.69,30.73,0,0,0,0.77,18.73,0,1,11.04,0,53.39,39.38,2.757,128.3,33.77,46.83,56.19,95.0,0,0,43.68,0,1,47.88,14.85,80.26,1,0,67.55,24.5,21.95,38.61,32.97,18.69,15.86,15.07
North Macedonia,Europe,Upper-middle income,MKD,2100000,Macedonian,2023,41.76,26.12,27.19,23.13,8.49,29.25,21.85,17.81,14.55,9.65,1.51,5.44,4.36,3.28,-1.08,2,3.94,1,25.55,36.85,32.14,0,0,0,0.29,31.5,0,0,4.87,0,45.95,45.07,3.665,111.7,27.1,44.43,59.88,67.09,0,0,59.49,0,0,53.46,15.84,50.06,1,0,33.56,28.71,26.4,33.67,29.0,19.82,8.85,11.61
North Macedonia,Europe,Upper-middle income,MKD,2100000,Macedonian,2024,54.46,43.47,40.04,26.16,14.01,42.7,33.19,18.87,24.55,10.11,1.54,5.37,4.7,2.4,-2.3,2,2.98,1,39.69,61.12,31.81,0,0,0,1.66,44.77,0,0,3.76,0,52.89,48.85,0.871,144.7,48.15,42.12,56.1,85.4,1,0,35.18,0,1,44.98,20.06,51.3,0,1,40.29,23.6,38.89,33.12,44.48,21.35,27.03,14.25
North Macedonia,Europe,Upper-middle income,MKD,2100000,Macedonian,2025,62.27,42.68,47.09,32.28,21.47,45.57,40.75,28.57,30.48,29.2,2.56,8.61,4.31,1.14,-3.18,1,1.05,1,51.87,42.88,44.27,1,0,1,2.52,21.22,0,1,13.51,0,51.78,47.69,7.817,53.8,42.16,49.12,56.92,61.57,0,1,40.88,1,0,48.22,19.98,71.13,4,0,28.08,38.95,46.05,52.0,36.75,22.44,26.18,15.32
Moldova,Europe,Lower-middle income,MDL,2600000,Romanian,2022,21.61,12.16,18.04,14.71,8.23,19.38,15.15,8.95,12.91,8.19,0.51,2.15,2.1,0.86,-1.24,1,1.05,0,8.12,28.76,0.0,0,0,0,0.28,40.96,0,1,9.12,0,36.29,36.03,2.793,19.2,15.27,24.97,68.52,81.7,0,0,36.23,0,1,62.29,0.0,70.77,1,0,23.85,12.27,16.43,17.04,13.8,5.89,6.21,7.2
Moldova,Europe,Lower-middle income,MDL,2600000,Romanian,2023,24.31,19.18,22.24,15.59,10.11,18.09,14.49,11.1,8.71,5.4,1.37,3.52,1.29,1.03,-0.26,0,0.0,1,24.48,32.79,11.1,0,0,0,0.19,24.41,0,0,4.44,0,41.13,29.61,2.592,88.6,19.56,19.85,75.41,71.11,1,0,44.17,0,1,54.74,19.13,90.0,0,0,26.52,11.89,19.62,20.72,17.51,8.54,11.74,7.93
Moldova,Europe,Lower-middle income,MDL,2600000,Romanian,2024,26.31,16.9,24.46,15.51,11.73,22.83,15.8,12.64,7.62,4.19,0.82,3.86,1.95,2.28,0.33,2,1.9,1,26.93,36.75,6.54,1,0,0,0.95,19.12,0,0,11.09,0,38.78,38.16,2.906,68.0,20.93,15.4,78.22,78.84,1,0,21.81,0,1,63.85,12.28,72.5,0,0,22.59,18.07,13.37,16.51,22.66,12.95,6.96,8.23
